5150	4374	4.0	1054147167
5150	4373	3.5	1054147505
5150	4367	5.0	1054036623
5150	4357	4.0	1054036616
5150	4332	4.0	1054036670
5150	4259	4.0	1054036780
5150	4257	1.5	1054036794
5150	4252	2.0	1054036811
5150	4251	3.0	1054036804
5150	4246	4.0	1054036826
5150	4184	5.0	1054037184
5150	4182	4.5	1054037112
5150	4160	5.0	1054037144
5150	4079	4.5	1054037077
5150	4063	4.0	1054037720
5150	4045	4.0	1054147413
5150	4037	3.5	1054037411
5150	4010	3.5	1054037295
5150	4003	5.0	1054037190
5150	3939	0.5	1054147297
5150	3936	0.5	1054037842
5150	3934	3.0	1054037284
5150	3922	1.0	1054037494
5150	3908	2.0	1054147287
5150	3892	4.5	1054037115
5150	3874	0.5	1054037857
5150	3873	3.0	1054037279
5150	3858	4.0	1054037110
5150	3851	4.0	1054147227
5150	3845	4.0	1054037333
5150	3838	3.0	1054037241
5150	3818	0.5	1054147317
5150	3809	4.0	1054037084
5150	3804	3.5	1054037273
5150	3783	3.0	1054147243
5150	3764	5.0	1054037258
5150	3558	2.0	1054037913
5150	3740	3.0	1054037644
5150	3734	4.0	1054038111
5150	3686	4.0	1054037122
5150	3685	4.0	1054037384
5150	3684	4.5	1054037401
5150	3675	5.0	1054037101
5150	3673	5.0	1054037162
5150	3670	4.0	1054037593
5150	3663	4.0	1054037364
5150	3613	3.5	1054037324
5150	3609	4.5	1054037243
5150	3603	4.0	1054037089
5150	3589	3.0	1054037653
5150	3579	1.5	1054037367
5150	3577	2.5	1054037303
5150	3562	0.5	1054037528
5150	3560	3.5	1054037616
5150	3541	3.5	1054037095
5150	3537	3.5	1054037390
5150	3512	1.0	1054037534
5150	3503	3.5	1054037141
5150	3501	3.0	1054037502
5150	3488	4.0	1054037671
5150	3456	3.0	1054147258
5150	3454	3.0	1054037434
5150	3451	1.5	1054147250
5150	3376	3.5	1054038247
5150	3329	2.0	1054037667
5150	3327	3.0	1054037488
5150	3326	3.5	1054037907
5150	3279	3.5	1054037158
5150	3274	3.0	1054037504
5150	3273	2.0	1054037557
5150	3271	0.5	1054147289
5150	3270	1.5	1054038539
5150	3257	3.5	1054147210
5150	3237	4.0	1054147265
5150	3236	3.5	1054037213
5150	3234	5.0	1054037117
5150	3230	3.5	1054147230
5150	3212	0.5	1054147293
5150	2543	5.0	1054037200
5150	3190	0.5	1054037511
5150	3186	3.5	1054037196
5150	3146	3.5	1054147312
5150	3139	4.0	1054037824
5150	3099	3.5	1054038271
5150	3075	2.5	1054037695
5150	3065	5.0	1054147453
5150	3056	4.0	1054037969
5150	3055	4.0	1054036290
5150	3054	3.5	1054147190
5150	3051	3.5	1054036206
5150	3048	4.0	1054037081
5150	3045	4.5	1054037249
5150	3043	4.0	1054037132
5150	3031	2.0	1054147273
5150	3028	3.5	1054037208
5150	3027	2.5	1054037305
5150	3023	0.5	1054037862
5150	3021	3.5	1054037831
5150	3019	2.5	1054037622
5150	3011	3.5	1054147198
5150	3008	3.0	1054147174
5150	3004	4.5	1054037160
5150	2989	3.5	1054037203
5150	2952	4.5	1054036184
5150	2944	2.5	1054037657
5150	2926	4.0	1054037964
5150	2881	3.5	1054037246
5150	2872	2.5	1054037759
5150	2855	4.5	1054147193
5150	2853	3.0	1054037352
5150	2851	5.0	1054037147
5150	2847	1.0	1054147299
5150	2746	2.0	1054037231
5150	2745	3.0	1054147285
5150	2739	2.5	1054037838
5150	2719	4.5	1054037169
5150	2708	3.0	1054037706
5150	2702	3.0	1054147183
5150	2696	5.0	1054147384
5150	2687	1.5	1054037346
5150	2686	1.0	1054037573
5150	2671	3.0	1054037253
5150	2669	3.0	1054037270
5150	2651	3.5	1054038288
5150	2615	4.0	1054038460
5150	2593	4.0	1054037584
5150	2591	3.5	1054037151
5150	2583	5.0	1054038201
5150	2582	5.0	1054038117
5150	2581	5.0	1054038057
5150	2514	3.5	1054037596
5150	2513	3.0	1054147217
5150	2439	3.5	1054037310
5150	2417	5.0	1054038115
5150	2415	3.0	1054038435
5150	2391	5.0	1054038084
5150	2323	5.0	1054038099
5150	1366	5.0	1054038485
5150	2256	4.0	1054147411
5150	2187	4.0	1054038534
5150	2153	5.0	1054036159
5150	2127	2.5	1054036192
5150	2120	4.5	1054038106
5150	2110	4.5	1054147419
5150	2077	5.0	1054038446
5150	2072	1.0	1054036268
5150	2071	4.5	1054038561
5150	2060	4.5	1054038187
5150	2041	5.0	1054147479
5150	2016	2.5	1054036168
5150	1978	3.5	1054147376
5150	1873	2.0	1054038297
5150	1839	5.0	1054038545
5150	1801	4.0	1054038063
5150	1755	5.0	1054147430
5150	1750	3.5	1054038140
5150	1667	2.0	1054036297
5150	1661	4.5	1054038165
5150	1643	4.5	1054038233
5150	1642	4.0	1054038148
5150	1639	4.5	1054038124
5150	1637	5.0	1054147519
5150	1621	2.5	1054038315
5150	1607	3.5	1054036178
5150	1603	4.0	1054038145
5150	1599	3.0	1054147515
5150	1597	3.0	1054038269
5150	1596	4.5	1054038249
5150	1594	4.5	1054038136
5150	1593	4.0	1054038493
5150	1591	5.0	1054038103
5150	1589	5.0	1054038138
5150	1588	4.0	1054038091
5150	1587	4.5	1054038081
5150	1571	3.5	1054038343
5150	1566	2.5	1054036164
5150	1561	3.5	1054038325
5150	1549	4.0	1054038365
5150	1537	4.0	1054038166
5150	1525	2.0	1054036200
5150	1524	5.0	1054038151
5150	1468	5.0	1054147380
5150	1444	3.5	1054038348
5150	1434	5.0	1054038097
5150	1415	2.0	1054036210
5150	1401	3.0	1054038355
5150	1331	3.0	1054036240
5150	1312	4.5	1054038258
5150	1216	4.5	1054038231
5150	1206	3.0	1054038387
5150	1177	4.0	1054147467
5150	1102	5.0	1054147442
5150	38	3.0	1054038313
5150	44	1.0	1054038422
5150	49	4.0	1054038425
5150	69	4.0	1054038093
5150	81	5.0	1054038357
