5150	2153	1054036159
5150	1566	1054036164
5150	2016	1054036168
5150	1607	1054036178
5150	2952	1054036184
5150	2127	1054036192
5150	1525	1054036200
5150	3051	1054036206
5150	1415	1054036210
5150	1331	1054036240
5150	1061	1054036254
5150	2072	1054036268
5150	733	1054036277
5150	3055	1054036290
5150	1667	1054036297
5150	4357	1054036616
5150	4367	1054036623
5150	4332	1054036670
5150	4259	1054036780
5150	4257	1054036794
5150	4251	1054036804
5150	4252	1054036811
5150	4246	1054036826
5150	4079	1054037077
5150	3048	1054037081
5150	3809	1054037084
5150	3603	1054037089
5150	3541	1054037095
5150	3675	1054037101
5150	3858	1054037110
5150	4182	1054037112
5150	3892	1054037115
5150	3234	1054037117
5150	3686	1054037122
5150	3043	1054037132
5150	3503	1054037141
5150	4160	1054037144
5150	2851	1054037147
5150	2591	1054037151
5150	3279	1054037158
5150	3004	1054037160
5150	3673	1054037162
5150	2719	1054037169
5150	4184	1054037184
5150	4003	1054037190
5150	3186	1054037196
5150	2543	1054037200
5150	2989	1054037203
5150	3028	1054037208
5150	3236	1054037213
5150	2746	1054037231
5150	3838	1054037241
5150	3609	1054037243
5150	2881	1054037246
5150	3045	1054037249
5150	2671	1054037253
5150	3764	1054037258
5150	2669	1054037270
5150	3804	1054037273
5150	3873	1054037279
5150	3934	1054037284
5150	4010	1054037295
5150	3577	1054037303
5150	3027	1054037305
5150	2439	1054037310
5150	3613	1054037324
5150	3845	1054037333
5150	2687	1054037346
5150	2853	1054037352
5150	3663	1054037364
5150	3579	1054037367
5150	3685	1054037384
5150	3537	1054037390
5150	3684	1054037401
5150	4037	1054037411
5150	3454	1054037434
5150	3327	1054037488
5150	3922	1054037494
5150	3501	1054037502
5150	3274	1054037504
5150	3190	1054037511
5150	3562	1054037528
5150	3512	1054037534
5150	3273	1054037557
5150	2686	1054037573
5150	2593	1054037584
5150	3670	1054037593
5150	2514	1054037596
5150	3560	1054037616
5150	3019	1054037622
5150	3740	1054037644
5150	3589	1054037653
5150	2944	1054037657
5150	3329	1054037667
5150	3488	1054037671
5150	3075	1054037695
5150	2708	1054037706
5150	4063	1054037720
5150	2872	1054037759
5150	3139	1054037824
5150	3021	1054037831
5150	2739	1054037838
5150	3936	1054037842
5150	3874	1054037857
5150	3023	1054037862
5150	3326	1054037907
5150	3558	1054037913
5150	2926	1054037964
5150	3056	1054037969
5150	2581	1054038057
5150	543	1054038059
5150	549	1054038060
5150	1801	1054038063
5150	875	1054038065
5150	359	1054038067
5150	854	1054038071
5150	824	1054038076
5150	738	1054038078
5150	1587	1054038081
5150	548	1054038083
5150	2391	1054038084
5150	1588	1054038091
5150	69	1054038093
5150	1434	1054038097
5150	2323	1054038099
5150	1591	1054038103
5150	2120	1054038106
5150	822	1054038107
5150	3734	1054038111
5150	2417	1054038115
5150	2582	1054038117
5150	1639	1054038124
5150	520	1054038128
5150	828	1054038130
5150	819	1054038135
5150	1594	1054038136
5150	1589	1054038138
5150	1750	1054038140
5150	263	1054038142
5150	1603	1054038145
5150	1642	1054038148
5150	1524	1054038151
5150	1020	1054038160
5150	501	1054038162
5150	1661	1054038165
5150	1537	1054038166
5150	550	1054038175
5150	809	1054038180
5150	588	1054038185
5150	2060	1054038187
5150	825	1054038189
5150	2583	1054038201
5150	17	1054038204
5150	357	1054038216
5150	810	1054038219
5150	1216	1054038231
5150	1643	1054038233
5150	3376	1054038247
5150	1596	1054038249
5150	655	1054038251
5150	812	1054038254
5150	1312	1054038258
5150	686	1054038259
5150	1597	1054038269
5150	3099	1054038271
5150	541	1054038279
5150	313	1054038283
5150	2651	1054038288
5150	1873	1054038297
5150	38	1054038313
5150	1621	1054038315
5150	615	1054038318
5150	132	1054038320
5150	1561	1054038325
5150	827	1054038326
5150	815	1054038336
5150	1571	1054038343
5150	1444	1054038348
5150	1401	1054038355
5150	81	1054038357
5150	1549	1054038365
5150	826	1054038374
5150	807	1054038376
5150	1091	1054038378
5150	168	1054038381
5150	1206	1054038387
5150	666	1054038390
5150	242	1054038398
5150	818	1054038421
5150	44	1054038422
5150	49	1054038425
5150	2415	1054038435
5150	2077	1054038446
5150	2615	1054038460
5151	1594	1376822671
5151	1824	1376822727
5151	4119	1376822796
5151	81	1376822924
5151	77	1376822969
5151	2363	1376822996
5151	2088	1376823007
5151	1960	1376823011
5151	8060	1376823135
5151	365	1376823264
5151	1364	1376823280
5151	1520	1376823286
5151	155	1376823315
5151	350	1376823342
5151	179	1376823399
5151	2745	1376823417
5151	1331	1376823419
5151	1822	1376823423
5151	3904	1376823441
5151	4432	1376823470
5151	3451	1376823473
5151	541	1376823478
5151	6745	1376823495
5151	8257	1376823528
5151	8255	1376823555
5151	8200	1376823571
5151	8194	1376823593
5151	696	1376823648
5151	2074	1376823724
5151	3501	1376823727
5151	6077	1376823734
5151	6784	1376823737
5151	6416	1376823741
5151	7251	1376823744
5151	46	1403459783
5151	4996	1403459786
5151	1368	1403459790
5151	1369	1403459797
5151	2757	1403459801
5151	4994	1403459807
5151	2741	1403459815
5151	2755	1403459821
5151	2758	1403459833
5151	4379	1403459840
5151	3851	1403459855
5151	4662	1403459862
5151	5421	1403459871
5151	3922	1403459874
5151	3489	1403459884
5151	907	1403459916
5151	8346	1403459951
5151	8339	1403459964
5151	8478	1403460002
5151	8423	1403460101
5151	8418	1403460128
5151	8412	1403460135
5151	8431	1403460142
5151	8332	1403460178
5151	8331	1403460183
5151	8379	1403460188
5151	8472	1403460346
5151	6553	1403460418
5151	2261	1403460424
5151	2263	1403460427
5151	2121	1403460436
5151	8406	1403460482
5151	8319	1403460491
5151	8279	1403460501
5151	8471	1403460530
5151	8465	1403460536
5151	4993	1403460592
5151	2262	1403460596
5151	1197	1403460635
5151	8286	1403460671
5151	8351	1403460679
5151	8329	1403460683
5151	8337	1403460685
5151	8234	1403460687
5151	8345	1403460691
5151	8300	1403460712
5151	8269	1403460713
5151	8228	1403460734
5151	8233	1403460742
